interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.05,4,64,0,"Number[-0.5523848923956788 + 0.7310090047075174im, -0.007686955985330985 + 0.02110180992508482im, 0.010418548045284448 - 0.011976148026486135im, 0.005174381488962764 + 0.026856916943271674im, 0.001217147918215543 - 0.002725203419637896im, 0.20193103792075298 + 0.0im]","[6.653516468812952, 0.01223834162390924, 0.011214050104003757, 0.004719883533619119, 0.20193103792075293, 0.007457266413021221]","[253.78870930503766, 4.937295652023388, 99.15162507005061]"
0.05,4,64,0,"Number[-3.179336687172647 + 2.3628117488261893im, 0.0004948367410042522 - 0.028303744217805064im, 0.0008823287084009983 + 0.021892806894250976im, 0.024689363462093803 - 8.186701961749983e-93im, 0.004654156237168229 + 0.0im, 0.2079373296190568 + 0.0im]","[6.525968954298593, 0.011518508224436817, 0.01190329619914975, 0.004477429764494744, 0.2079373296190567, 0.007747359738392872]","[240.76622249812496, 4.891239265547313, 98.32516841694203]"
0.05,4,64,0,"Number[4.283927380980239 + 2.1168543694760498im, 0.009595208215542711 + 0.005747757669132443im, -0.0026560612103344147 - 0.011969005593471803im, 0.005131309467659841 - 0.026535266611757542im, 0.0016371281600735645 + 0.002658917376392808im, 0.20468782108792358 + 0.0im]","[6.323837797082323, 0.011710409100097217, 0.011142958751400834, 0.004500907493949396, 0.2046878210879236, 0.00782248969759009]","[258.3559294468097, 4.956705734795109, 100.51850192071443]"
0.05,4,64,0,"Number[4.410477593164238 + 2.5171744103279803im, 0.010135378912697982 + 0.006131273478613606im, -0.0030723206386273284 - 0.012460586028809143im, 0.004811560515689259 - 1.6013896778598813e-60im, 0.0075518499765841254 + 1.5930919111324523e-58im, 0.20595620239191434 + 0.0im]","[6.727520212936168, 0.012177587389897382, 0.011845301736493074, 0.004807365347258155, 0.20595620239191434, 0.007552992288710196]","[252.85262017309748, 4.935534393292196, 103.94038030081768]"
0.05,4,64,0,"Number[0.366701941038374 - 1.048827538147888im, -0.004909420940862718 - 0.011782382367884597im, 0.008006097442828788 + 0.0011610886749719345im, 0.004989893958511929 + 0.026092717297236896im, 0.001668030193147066 - 0.0026819452879625113im, 0.19695914868446956 + 0.0im]","[6.364719514989062, 0.011509021505262541, 0.011584703669908467, 0.0049042341472597005, 0.1969591486844696, 0.007638401956877931]","[258.6271513942279, 5.112962993994897, 101.85866979802968]"
0.05,4,64,0,"Number[2.4840388164009015 + 0.5447190653410832im, 0.00350858538074571 + 0.0018249399956970537im, 0.005230590701729767 + 0.002532209075273264im, 0.02325906830872028 + 0.0im, 0.005223042146061186 + 4.5578725179647034e-64im, 0.21257183806820762 + 0.0im]","[6.44010380721762, 0.011888622411990055, 0.01174277007866516, 0.004857694591485892, 0.21257183806820756, 0.007992801076143786]","[255.43958240554167, 5.208145457317701, 102.85241958222727]"
0.05,4,64,0,"Number[-2.207465646564583 - 2.623599958077983im, 0.0005123891818272976 + 0.027100368346031866im, 0.0008323538156034144 - 0.02037275356587092im, 0.0048483101957613505 + 0.0im, 0.007456173574856723 + 0.0im, 0.21557106299396492 + 0.0im]","[6.549232592433913, 0.011982659946081905, 0.011949246028558173, 0.0048443249976146945, 0.21557106299396495, 0.007457398640074827]","[257.34430127971984, 5.09566353921256, 101.58781225208931]"
0.05,4,64,0,"Number[-0.5599662857128624 + 0.6748951506541074im, -0.007777468554617615 + 0.021186900160925424im, 0.010572025747518334 - 0.012230913404137225im, 0.024092366725770236 - 9.723461371658034e-63im, 0.004799724741926605 - 1.9446922743316068e-62im, 0.21261780553770776 + 0.0im]","[6.6820070936446, 0.012244390265514216, 0.011214129426980423, 0.004469756219288311, 0.21261780553770765, 0.007873374270884088]","[252.33454979469604, 5.04593382707967, 100.52653526221702]"
0.05,4,64,0,"Number[-0.5606600310020953 - 0.6386377371626567im, -0.00802571405319794 - 0.021894126457524542im, 0.011060761908784087 + 0.012862730961277673im, 0.0047956680838715 + 0.0im, 0.00788708367886972 - 5.0969190910124215e-80im, 0.21556519236004784 + 0.0im]","[6.47063651450256, 0.011644420798064568, 0.011238530497615579, 0.004792213400494598, 0.2155651923600479, 0.007888065815671535]","[245.8751941982957, 4.849357508639124, 99.77756405324408]"
0.05,5,17,1,"Number[2.953576382818057, 0.003543711289155407, 0.007128526322679548, 0.004629826618562748, 0.007722881170779578, 0.1991023943485948]","[6.8455501841713575, 0.012435623133209048, 0.011599656271319047, 0.004630006202582075, 0.19910239434859475, 0.007722801851133251]","[245.48358863723064, 5.0763765183968195, 95.08877772275096]"
0.05,5,109,1,"Number[2.8642970695114642, 0.004285488596413371, 0.006381398246616777, 0.0047701329216740225, 0.007966913069523305, 0.2087143203358046]","[6.3837237800697055, 0.011984771634591813, 0.011490056584222258, 0.004770444870779275, 0.20871432033580464, 0.00796681225369858]","[260.99066414424885, 4.8261212944667, 102.22514592185806]"
0.05,5,119,1,"Number[2.7518937902176455, 0.0038742042157812674, 0.006906924719149592, 0.004557421515010232, 0.007833365023504965, 0.19801871059501686]","[6.538630291787419, 0.012514764340030324, 0.01145039777115533, 0.0045576888854517925, 0.1980187105950168, 0.007833263077137657]","[244.50729584103686, 5.189246043391385, 104.66897215205928]"
0.05,5,101,1,"Number[2.8169897906976162, 0.003943025780511422, 0.006773862012911435, 0.004477492394912649, 0.007467466454144196, 0.19672669627635456]","[6.922225338129876, 0.012016678380897249, 0.011975366863450045, 0.004477707830110349, 0.1967266962763545, 0.007467389767202634]","[248.26117956355858, 4.874869941236764, 102.75826830561824]"
0.05,5,121,1,"Number[2.899809262457525, 0.00407605767209982, 0.00675245644085792, 0.004769354252603287, 0.007882854219230061, 0.20120960113283123]","[6.366197649992225, 0.012350863581088225, 0.0114672889952485, 0.004769595641833557, 0.2012096011328313, 0.007882762200570183]","[252.11010801270945, 4.928406141096913, 97.22892513097656]"
0.05,5,31,1,"Number[2.890338319533791, 0.0037080655045626408, 0.007119737289175738, 0.004826240322704001, 0.007325587834934352, 0.20223932770147932]","[6.406287383064741, 0.012330814499152784, 0.011050568490382492, 0.004826517372031813, 0.2022393277014794, 0.007325474367286762]","[241.22269755581948, 5.116153693489144, 98.2306685179546]"
0.05,5,86,1,"Number[2.7892943572659914, 0.004090097948776756, 0.006824441214059069, 0.0046892374529000636, 0.00771309846996681, 0.21241422759473805]","[6.458774199233804, 0.012058012175647127, 0.011402233587555537, 0.0046895568465762415, 0.2124142275947381, 0.007712978934624179]","[242.560560944386, 5.1958419055961755, 104.58511058276426]"
0.05,5,56,1,"Number[2.916872260067433, 0.0038673384336721304, 0.006913776064730629, 0.004666094232184154, 0.007694277277973819, 0.1980842869589204]","[6.468893744849114, 0.011926073522572809, 0.01128178100026611, 0.004666308018448926, 0.19808428695892047, 0.007694182311032785]","[246.2518990234403, 5.218035928463737, 97.33446199782607]"
0.05,5,112,1,"Number[2.748949818472395, 0.004625630874172991, 0.006344469079471577, 0.004825613656093083, 0.007696858389668881, 0.20380542816780994]","[6.271394453474361, 0.012369577049795369, 0.01190836819804717, 0.004825992752767383, 0.20380542816780994, 0.007696737209511872]","[256.439967709426, 4.913924913891806, 104.54994136354699]"
0.05,5,82,1,"Number[3.0365974791530315, 0.003392209296323459, 0.006934182599185728, 0.004706165264712525, 0.007839842954572056, 0.20504685832750003]","[6.906355975554148, 0.011716393075297555, 0.011091587797004678, 0.004706383755990414, 0.20504685832750008, 0.007839761423652626]","[251.82441336020986, 4.839240423657881, 96.99686708276444]"
0.05,5,89,1,"Number[2.9379684179282606, 0.0037940206425938704, 0.007065007948916333, 0.004727418831822397, 0.007251749539808533, 0.20913004030719962]","[6.594329124304795, 0.012075827166290893, 0.011383505252361046, 0.00472764010792705, 0.20913004030719967, 0.007251658639546871]","[242.02584958239774, 4.9871360932904505, 96.5370491447648]"
0.05,5,109,1,"Number[2.8706842895654923, 0.004193071964136408, 0.006844884653857281, 0.004909969469847769, 0.007465070109153235, 0.21575883322314973]","[6.78228895940453, 0.012363754451332917, 0.012088479479568693, 0.0049103014219143, 0.21575883322314968, 0.007464948195031402]","[244.57325641296623, 4.993425946801058, 99.69714117841463]"
0.05,5,99,1,"Number[2.9005358601937052, 0.003910098280939345, 0.0067955771587978, 0.004815962792816571, 0.007853191186930755, 0.20697703698752518]","[6.551413025478826, 0.011576126583810332, 0.011142803586998087, 0.004816295776813708, 0.2069770369875253, 0.007853081186369001]","[245.9968473492199, 4.881876132844138, 102.26175380922368]"
0.05,5,83,1,"Number[2.935543981725172, 0.004154863870620615, 0.006740204409027578, 0.004912834416574776, 0.007276434607508161, 0.214437015545894]","[6.764118783186124, 0.01191620125490706, 0.011892398428496848, 0.004913146001839539, 0.21443701554589398, 0.007276309021689244]","[248.77522521203574, 5.120158675338831, 98.313782307779]"
0.05,5,97,1,"Number[2.766520571693395, 0.004503521859844151, 0.006703123618027217, 0.0048614362522027355, 0.0078151359059324, 0.2050418165439929]","[6.319975363282863, 0.012137928651559573, 0.011825697453343994, 0.004861806199229957, 0.20504181654399287, 0.007814998481303055]","[242.44045731525839, 5.192265650220215, 102.95381158051242]"
0.05,5,2,1,"Number[2.903789946844793, 0.003888869871551617, 0.006810496480175034, 0.00459365276091291, 0.007879222056324985, 0.2055169224468181]","[6.822284988275859, 0.012607504153857214, 0.011959704544663604, 0.004593844383820493, 0.20551692244681805, 0.007879141352783735]","[253.3652268982502, 5.0731226758433285, 97.25269837751799]"
0.05,5,88,1,"Number[2.8854368946333433, 0.0032893875217752788, 0.007096954644501542, 0.004788783715790076, 0.007738085179789984, 0.21207619284446058]","[6.890599640617091, 0.012239214689728937, 0.011018433143408994, 0.004789116525460689, 0.21207619284446055, 0.007737962658468682]","[245.76705549043422, 5.121246588368928, 102.79244189569697]"
0.05,5,2,1,"Number[2.763763494755902, 0.004244011425596777, 0.006977593102593745, 0.004530406918839056, 0.007710182503315395, 0.2107656738637875]","[6.443942123223363, 0.012546242272343983, 0.011942837831603888, 0.0045306142782015136, 0.21076567386378747, 0.007710099996994211]","[238.3969182860363, 5.053877883827114, 100.4438681733731]"
0.05,5,23,1,"Number[2.9427286278526377, 0.0035156575648030344, 0.006818352826288078, 0.004793480970801317, 0.007775687539727705, 0.1991229374297538]","[6.8834578204758925, 0.012630285807688976, 0.01140926180232068, 0.004793756333006078, 0.1991229374297537, 0.007775589610554703]","[257.81891072403323, 4.874467128493986, 99.14975682086667]"
0.05,5,23,1,"Number[2.9615196354206548, 0.003564123739836234, 0.006662543455571048, 0.004926679946125952, 0.007796358833023178, 0.2106260069466245]","[6.921972973827718, 0.011900243217977764, 0.011123793414763612, 0.004927079196822078, 0.2106260069466245, 0.007796215597001604]","[259.13735793047556, 5.13980280053105, 102.81939698238774]"
0.05,6,216,0,"Number[2.8772716655696193 + 0.5540242740299148im, 0.0042371460769286195 + 0.0016044275646215863im, 0.007703891519869209 + 0.0024468035714016235im, 0.01884498477279829 - 0.02627512164437049im, 0.0021150773627576875 + 0.0008099480587658323im, 0.21186306936293664 + 0.0im]","[6.772143377392952, 0.012597179359657488, 0.01185208187259267, 0.004798299837175621, 0.21186306936293667, 0.008008715246877863]","[242.87103754115583, 5.12438536700719, 101.45786256813194]"
0.05,6,216,0,"Number[-0.33674331061792856 - 0.011567075839849818im, -0.017144674388395915 - 0.028837350090957944im, 0.017128203976100275 + 0.01616621276721572im, 0.004587794441408457 + 0.0im, 0.007620508928663577 - 9.1438991302582e-100im, 0.21382715489241488 + 0.0im]","[6.668867709758619, 0.0122419286797878, 0.011704273363178839, 0.004587776624685571, 0.21382715489241494, 0.007620516156439922]","[259.49605696438977, 4.894940201190542, 103.10648824899889]"
0.05,6,216,0,"Number[7.7687277810171445 + 1.3219700591774268im, 0.015243652252590705 + 0.0037770251167596244im, -0.009691683592103498 - 0.016961798833093598im, 0.03207058819809148 + 5.852095443365248e-98im, 0.003791368914347985 + 4.267698155359634e-97im, 0.2067990269731479 + 0.0im]","[6.788865291958067, 0.01203809808161545, 0.011109577208405028, 0.004870273895960512, 0.20679902697314792, 0.007753726831677459]","[240.48782943180242, 4.817285486598155, 100.07004675538853]"
0.05,6,216,0,"Number[3.7337717184038532 - 2.5176268072591044im, 0.00837634168436691 - 0.00711838766889422im, 0.0026149731616264167 + 0.012597729520424523im, -0.008534084389636527 - 0.038488496251590856im, -0.016875003078838414 - 0.0028459492435989483im, 0.208372898222704 + 0.0im]","[6.39167260468386, 0.012657203828368541, 0.010982040339546155, 0.004640432593398426, 0.20837289822270402, 0.007319470540869156]","[249.44852831444985, 4.922143580011312, 96.92065475840447]"
0.05,6,216,0,"Number[2.860528827134849 - 0.5487870607429993im, 0.004491367538759062 - 0.0016350462537559954im, 0.007140349191403408 - 0.0023436763633690144im, 0.018658649880970615 + 0.026001226264953946im, 0.0016426022639998653 - 0.0008418142604643333im, 0.20092850409602295 + 0.0im]","[6.6531125486169485, 0.01261019531438058, 0.011958411961149332, 0.004583153394718369, 0.20092850409602295, 0.00790123541864364]","[259.66666693646846, 5.242568826086162, 102.60873562339607]"
0.05,6,216,0,"Number[3.7353844259493725 + 2.8017535713227044im, 0.008450422886762543 + 0.007938511432579858im, 0.0026668771311665496 - 0.013072758206186894im, 0.01993177706007855 - 0.02777318531711148im, 8.913979378442927e-5 + 0.001002067705187918im, 0.20463235455724785 + 0.0im]","[6.750693441288477, 0.012377884544146601, 0.011151817144942669, 0.004871181934732204, 0.2046323545572478, 0.007491823705119805]","[246.0730803746285, 5.234939421161241, 95.81917659985534]"
0.05,6,216,0,"Number[5.656759428809998 + 9.180220106185871im, 0.018136210157956772 + 0.01035658149128918im, -0.01022038737795129 - 0.018338012246740077im, 0.018866576227349618 + 0.02628993691822155im, 0.001953171871439 - 0.0008114186077652448im, 0.2150501264583207 + 0.0im]","[6.550352786871179, 0.011792613752681098, 0.01206343977092309, 0.004621518317098995, 0.21505012645832064, 0.008008175421276647]","[259.0213719644918, 5.116552885119785, 101.54824684171223]"
0.05,6,216,0,"Number[2.372180327241271 - 1.0547586649632292im, 0.0020225858699439805 - 0.0035857257935258263im, 0.004935706610133762 - 0.007931202077206413im, 0.0335261084789331 - 5.19288861096239e-67im, 0.002140686890648966 - 5.341256856989887e-66im, 0.19971191968794566 + 0.0im]","[6.858528843378195, 0.012644166076038363, 0.011236687615465845, 0.0045544950224592215, 0.19971191968794566, 0.007732943403801876]","[261.75519969641323, 5.146560784838456, 96.0114422541845]"
0.05,6,216,0,"Number[-0.3458946282325388 - 0.04616487815286453im, -0.017123388488548014 - 0.028794341540051487im, 0.017575065614640683 + 0.016276117689264694im, 0.031916423888797375 + 4.257959840008151e-109im, 0.0033607110099578875 - 1.3625471488026082e-107im, 0.2061754272281573 + 0.0im]","[6.403694486231211, 0.01239103082929797, 0.011775811751091558, 0.004597416135175711, 0.20617542722815724, 0.007731880327623675]","[251.80347762039142, 4.9521136404101265, 100.81146022740592]"
0.05,6,216,0,"Number[0.8748323535558069 + 1.0717400076627706im, -0.00165927674091389 + 0.007630023777700977im, -0.002409831126754698 + 0.011266844272078967im, 0.018678271640045527 + 0.02605309961494357im, 0.0016901816833839566 - 0.0008089813327939312im, 0.21280288145335752 + 0.0im]","[6.347066999810963, 0.012335880681329051, 0.011802698100063415, 0.0048775443847637, 0.21280288145335752, 0.007475777042626585]","[259.98518171734645, 5.125834385829337, 102.20183003316295]"
0.05,6,216,0,"Number[2.9472317571003086 - 0.5846510832486121im, 0.004362108811156659 - 0.0016437017819779423im, 0.0074127671387505195 - 0.0023162804873498788im, 0.01900254771626893 - 0.02648142177378289im, 0.002315987335498785 + 0.0007095506654360397im, 0.2112022703774191 + 0.0im]","[6.449409447778979, 0.01165561954363466, 0.011299803769158625, 0.004678337629645311, 0.21120227037741915, 0.007623764444468503]","[249.64171260703662, 4.775024460436373, 100.95659251594694]"
0.05,6,216,0,"Number[1.977385190005853 + 2.0844671179350005im, 0.00380422097878641 + 0.008864730436649152im, 0.008123513813084167 - 0.006360107907080851im, 0.019846850693230843 + 0.027647421408442074im, 0.0015415274607578312 - 0.0007873229748526964im, 0.2132200840966296 + 0.0im]","[6.327031399392444, 0.011912475999956797, 0.011391740930474294, 0.004758551254444246, 0.21322008409662965, 0.00750217190454447]","[250.90649188831782, 4.756281642769077, 96.65814980383107]"
0.05,6,216,0,"Number[-0.02462337086126007 + 4.285880756610958im, 0.008929079530808712 + 0.016917496541877547im, 0.00214325044213592 - 0.017038289339523616im, -0.008093897995190795 - 0.03654005066139979im, -0.014200222995821268 - 0.002619066036720061im, 0.21530722527914414 + 0.0im]","[6.305792699831148, 0.012069343771155764, 0.011941436398390086, 0.004840866734649014, 0.21530722527914414, 0.00800715457874995]","[246.10659026948738, 5.192056389218566, 102.16477780629833]"
