param_set,taylor_n,num_solutions,num_real_solutions,true_parameters,pred_parameters
9,2,8,0,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]",
10,2,8,0,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]",
11,2,8,0,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]",
12,2,8,0,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]",
13,2,8,0,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]",
14,2,8,0,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]",
15,2,8,0,"[5.650338880343311, 0.010656434044007184, 0.012184457171457615, 0.004537053473536145, 0.17625251255248647, 0.007747096253484015]",
16,2,8,0,"[6.572886464706573, 0.011401233991726458, 0.0118420305502289, 0.004254089456461134, 0.16080153671049208, 0.005813473441598727]",
17,2,8,0,"[7.448847529346538, 0.012027248534713077, 0.01249544561600568, 0.0038134434634416285, 0.22215321306251956, 0.006199395225821079]",
18,2,8,0,"[5.629472708494481, 0.01213299132283874, 0.00935989683845952, 0.0035630439053920618, 0.25085755481523286, 0.00948699042741519]",
19,2,8,0,"[5.450701157892354, 0.01337515905157597, 0.008884870925517492, 0.0043495810392241, 0.19051005744590926, 0.008673313112387395]",
20,2,8,0,"[5.00527463596133, 0.013815582820197545, 0.011251510733000531, 0.005139048826503848, 0.1702720815464459, 0.0061508382975664945]",
21,2,8,0,"[5.658949247438459, 0.010120911614759222, 0.011796938465425854, 0.0037901073122133906, 0.2240410929484584, 0.007921013068247322]",
22,2,8,0,"[6.944839527918379, 0.013994948385028459, 0.011093745621003702, 0.003753928017481638, 0.16326782752013438, 0.008918693404527302]",
23,2,8,0,"[8.052109556298323, 0.011708306487104006, 0.01408739468181008, 0.004813680014893006, 0.18382518544917523, 0.008582976730334943]",
24,2,8,0,"[6.100502293405713, 0.014451457385812386, 0.009176195056267891, 0.004344885414194628, 0.20587552726439118, 0.0070464188976555615]",
25,2,8,0,"[6.261916541320521, 0.011673457776706647, 0.014337878470180488, 0.004741746090886472, 0.1553098559394324, 0.008286449943978926]",
26,2,8,0,"[7.230085306689093, 0.012106656528710184, 0.010210443765418076, 0.00482331486754735, 0.17581939340305022, 0.0057807792765412185]",
27,2,8,0,"[6.591881031724462, 0.01085908422160035, 0.01437057376583301, 0.005333302381899984, 0.2117165351441858, 0.008084589450051274]",
28,2,8,0,"[7.1112021628339095, 0.009629707092324831, 0.013934624822160898, 0.005538601186300945, 0.21737136854203984, 0.006120014723310361]",
29,2,8,0,"[6.620298572269564, 0.009510943930274292, 0.009791187402978097, 0.004361749558330013, 0.2320600314384373, 0.0063063013584335696]",
30,2,8,0,"[5.059478380483255, 0.013080160059104725, 0.010554871770070803, 0.0036360228136869672, 0.1754425942873103, 0.008773386753468993]",
31,2,8,0,"[7.124156977738204, 0.009438065268795613, 0.013761170708157458, 0.003945012857696718, 0.21335025652025183, 0.008277066831189681]",
32,2,8,0,"[6.822156119373513, 0.011122484424617825, 0.011325126072384877, 0.004992769078637608, 0.18041673782426176, 0.00806726546703889]",
33,2,8,0,"[7.081555488257474, 0.010460173387316116, 0.009035039098339498, 0.005765858499538095, 0.21973171309737113, 0.007527502851947533]",
34,2,8,0,"[7.255814283070281, 0.01182366528085477, 0.00946070128486079, 0.004475438476316514, 0.16102505078613946, 0.006904239010428007]",
35,2,8,0,"[6.106746192904443, 0.009181939243829453, 0.01180693462637665, 0.005138778665408804, 0.2492421793049684, 0.007639569342384718]",
36,2,8,0,"[6.567310085469063, 0.012364644846500784, 0.012870306627694086, 0.0038428888623311076, 0.24432045952366863, 0.008438372513884218]",
37,2,8,0,"[5.881992554855935, 0.013230824122947762, 0.01017455607858227, 0.005055707927838542, 0.21391291831704504, 0.0068982326962648685]",
38,2,8,0,"[6.800394432899887, 0.01247521577001581, 0.01289396712611082, 0.004137969232412981, 0.17923826148687985, 0.00886472961384833]",
39,2,8,0,"[6.267696321912104, 0.012104697232049641, 0.012286284625206482, 0.004933887439579009, 0.15799258498454846, 0.00916202588107796]",
40,2,8,0,"[4.965122832405764, 0.013550889057522851, 0.013297255979743829, 0.005132541158968652, 0.2252774874009154, 0.008200917457691975]",
41,2,8,0,"[6.98115551684737, 0.011059056808838398, 0.01096057087551152, 0.005798862416068814, 0.19188516055721902, 0.008194119071271941]",
42,2,8,0,"[7.745040241625919, 0.009395605200774924, 0.010738803003526165, 0.004447189812627253, 0.19689837516656222, 0.00675067632041102]",
43,2,8,0,"[7.620826062229357, 0.012596848362742146, 0.014098026232581422, 0.0045107008536351394, 0.21043345958897258, 0.00840071703418372]",
44,2,8,0,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]",
45,2,8,0,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]",
46,2,8,0,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]",
47,2,8,0,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]",
48,2,8,0,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]",
49,2,8,0,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]",
50,2,8,0,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]",
51,2,8,0,"[7.522302877418577, 0.012936704782155023, 0.01038250354235866, 0.00427820190641092, 0.156172370321283, 0.007977497828519047]",
52,2,8,0,"[7.875866007563948, 0.012369187753037419, 0.008960875018138088, 0.0043459610322643585, 0.2416060940088652, 0.009321164886166666]",
53,2,8,0,"[5.627519640469609, 0.014192696920652826, 0.01197240103125936, 0.00542043576358685, 0.22384090862819966, 0.006488113356935676]",
54,2,8,0,"[5.33292053820531, 0.013456771801994465, 0.014000252676576827, 0.0058264105227894625, 0.2561121351800903, 0.006803982996434159]",
55,2,8,0,"[7.82434707402412, 0.013646171822020717, 0.009144663945922015, 0.004768674437125702, 0.1764901835812206, 0.0063035818670803025]",
56,2,8,0,"[8.22668910912632, 0.01178072038307888, 0.009403810159166071, 0.005345628936891786, 0.16864769956661668, 0.008892508696196325]",
57,2,8,0,"[7.290890724227625, 0.014711402690501994, 0.012389919550446722, 0.005501858977644381, 0.23780676030724354, 0.0065381388224077935]",
58,2,8,0,"[6.148220939657348, 0.010897779108764202, 0.011314882311948462, 0.003579146358508549, 0.21117876991458068, 0.005748688984749778]",
59,2,8,0,"[5.390239569163156, 0.014767891873257416, 0.014296635812806343, 0.004374712762444906, 0.20415227641404554, 0.007576234799686455]",
60,2,8,0,"[6.955403478981191, 0.010766670195396306, 0.010351757585733297, 0.0035886669629090076, 0.17576949407068496, 0.007613923383067447]",
61,2,8,0,"[6.207250096911151, 0.012457560637943373, 0.014125240369114465, 0.00396093353536495, 0.1816997989646608, 0.007542336118489025]",
62,2,8,0,"[5.139705738210722, 0.013323921127374964, 0.009932737440784385, 0.003923357155045423, 0.24379447215695416, 0.009487510311200757]",
63,2,8,0,"[7.807656967274859, 0.014568418539052896, 0.009065829454649704, 0.004645884753144727, 0.2510013002407923, 0.006256629440416609]",
64,2,8,0,"[7.09175649381077, 0.012527750512141047, 0.01148796500011574, 0.0038949327579545926, 0.15890522537391885, 0.006638634429142369]",
65,2,8,0,"[6.735009842909911, 0.013694674033479345, 0.012541989615126167, 0.004243112923240343, 0.22074825495625966, 0.0088854091093178]",
66,2,8,0,"[5.06764462225274, 0.01438537062699836, 0.009198071037071364, 0.004791050828072182, 0.15678164729955132, 0.006574747529599949]",
67,2,8,0,"[6.082480558654848, 0.013883290349921985, 0.011227043475072477, 0.004380396954456852, 0.19526531750632609, 0.006233072192518795]",
68,2,8,0,"[7.261964461907834, 0.014014812568151909, 0.013957279082816503, 0.004914638032349032, 0.2151902188283326, 0.006905060618310467]",
69,2,8,0,"[7.320651315159269, 0.014790102206245978, 0.014367294695744461, 0.004009171437723714, 0.2446038508341148, 0.007973273185559543]",
70,2,8,0,"[5.112011947418128, 0.011810366116229369, 0.009383867625846965, 0.00467378094472021, 0.2190415450698498, 0.007964917622395536]",
71,2,8,0,"[5.811291028589626, 0.011780664787465254, 0.014384425173421735, 0.005061573403430123, 0.2263612790686893, 0.006193450803077017]",
72,2,8,0,"[5.562174991659607, 0.014737669291315418, 0.008722695642651065, 0.004737455629799289, 0.21123167702837858, 0.009408715970443602]",
73,2,8,0,"[6.567654942326609, 0.009613262711286014, 0.01432603871176114, 0.003826808382297846, 0.2534613505293681, 0.006750308758901541]",
74,2,8,0,"[6.608282533433615, 0.01123726748154433, 0.011997046197459192, 0.00513475061848168, 0.1795660325545237, 0.007336910627821292]",
75,2,8,0,"[7.768785742706391, 0.010132035847817295, 0.009645594847189506, 0.004183760613397157, 0.2481887911451675, 0.009347169148628622]",
76,2,8,0,"[5.610971083742504, 0.010981856199551453, 0.01369632056709386, 0.004966442900351172, 0.23576107764967952, 0.005818386162665411]",
77,2,8,0,"[7.0751345518035205, 0.01275170831951827, 0.012645537008410455, 0.00585427083675415, 0.22832170726129183, 0.007606442251868119]",
78,2,8,0,"[6.008351887929902, 0.013310664699186518, 0.009052600762367472, 0.005463610136697537, 0.1553267456859388, 0.009014069332346306]",
79,2,8,0,"[6.2582601613308375, 0.013219336299811077, 0.014041026288343837, 0.005390179147665885, 0.2208865837306619, 0.006598959235233445]",
80,2,8,0,"[7.342682288818149, 0.011540757594851738, 0.014216037814652678, 0.0049470523518531425, 0.1588005459927015, 0.006734921662674085]",
81,2,8,0,"[7.047864846656147, 0.010035478948018138, 0.014394401857537206, 0.0040336552500581, 0.21444502565610368, 0.007737317595906724]",
82,2,8,0,"[7.9519855068753404, 0.012186357186428128, 0.01402510836324842, 0.004767267673554709, 0.18520716725517086, 0.008142754395510383]",
83,2,8,0,"[6.799025909714091, 0.013662048392068426, 0.009306951438729047, 0.005810238553286986, 0.17688750785634344, 0.009480885875604387]",
84,2,8,0,"[6.230188057293438, 0.013293824466636371, 0.010925705636070187, 0.004135533646542672, 0.21977766403030577, 0.009145059421132811]",
85,2,8,0,"[5.349280987380378, 0.009341176245475903, 0.009864101008971568, 0.0043791866007456305, 0.20526984460017184, 0.007036416969104569]",
86,2,8,0,"[7.941575144241994, 0.014681461125226376, 0.009509086327544925, 0.004425127050151094, 0.1731405487628274, 0.007556186203499218]",
87,2,8,0,"[6.166419016872244, 0.01440138676331882, 0.009907749751924558, 0.005203862164283693, 0.22895725706910242, 0.009144025246159744]",
88,2,8,0,"[6.367673307443757, 0.014019124751357935, 0.013332503009986237, 0.004366637660170938, 0.2330548395855973, 0.00691372597281362]",
89,2,8,0,"[6.089576589340137, 0.009672089038412301, 0.010113479173514807, 0.004627094076234592, 0.16685296345732656, 0.008737479153456327]",
90,2,8,0,"[5.810843063517317, 0.01301959772047493, 0.012417085086700284, 0.003734038232750565, 0.2391473705650402, 0.007015019140557688]",
91,2,8,0,"[6.58119184017851, 0.01331193790599896, 0.012357514433199527, 0.005022314013377695, 0.16105243411343334, 0.007715821269505726]",
92,2,8,0,"[5.6255710456044845, 0.013585087134982394, 0.01409142754736982, 0.004578751889490107, 0.22120840803368397, 0.007754419631513139]",
93,2,8,0,"[6.835251049967553, 0.012286697393367818, 0.012334713231906323, 0.0056693523572322255, 0.1958215742777876, 0.008050435094997727]",
94,2,8,0,"[6.739754393108725, 0.009723199795891981, 0.01130279367271314, 0.005275465862290159, 0.20743257750968264, 0.00945083908768752]",
95,2,8,0,"[6.178104321037805, 0.014395619749077432, 0.011580725088983407, 0.00456062174247486, 0.22295520454878648, 0.006647834104822709]",
96,2,8,0,"[5.278769621994295, 0.014126028065762769, 0.013745870279404212, 0.00412005878731537, 0.2222164889436784, 0.00811552147272145]",
97,2,8,0,"[6.7974114960669185, 0.012374030521135625, 0.013099824314471589, 0.0047158917522700135, 0.252810638428235, 0.005972949374666653]",
98,2,8,0,"[5.976034431148206, 0.009594292041878873, 0.012193342699091904, 0.0047756466484568895, 0.1703133725974953, 0.008983114492662451]",
99,2,8,0,"[7.019799518360344, 0.011172540942386516, 0.008898683657737294, 0.0047717822598489145, 0.17756972365728638, 0.007243874692731914]",
100,2,8,0,"[6.587729494207602, 0.013898055578311457, 0.011266573743875165, 0.005751142385905669, 0.20168759539512812, 0.008482679815383896]",
1,3,27,1,"[7.540049395250997, 0.009625767341635016, 0.010292656950340913, 0.005396673830390832, 0.2112438604918186, 0.008841281671914721]","[2.964170741399514, 0.004978152809462079, 0.002240108150566688, 0.005340529377426381, 0.21124386049181856, 0.008852520838977269]"
2,3,27,1,"[7.234692797666877, 0.011102574371423642, 0.011173096926522262, 0.003795586545838597, 0.19696943693532443, 0.009132998612337252]","[2.656054970733661, 0.005144278485237021, 0.0022503935283390924, 0.0037829931915532, 0.19696943693532443, 0.009136472635402291]"
3,3,27,1,"[8.124414631507523, 0.013296128062366196, 0.010138341940810234, 0.00504866083442344, 0.1693627806232393, 0.007821092825203201]","[2.6895919026303696, 0.00611704228362019, 7.0576340684805e-5, 0.005006231426249454, 0.16936278062323928, 0.007830637791924736]"
4,3,27,1,"[6.52337014495481, 0.011853858481330491, 0.009270192983649346, 0.005424881425820791, 0.16551658768647431, 0.005743428095472476]","[2.743991469322188, 0.005431163331144164, 0.001642805675527992, 0.005366893805369957, 0.16551658768647443, 0.005756628404096158]"
5,3,27,1,"[5.349496696077116, 0.013214325378416995, 0.010300340766905305, 0.004396154869040357, 0.22867472149908644, 0.007073798491524768]","[2.419505961172228, 0.004963022615629176, 0.0031169241362904903, 0.004372528300848163, 0.22867472149908646, 0.0070800492579447824]"
6,3,27,1,"[7.199015722055437, 0.01041933944551836, 0.012733797869361407, 0.005441850646851433, 0.21629622513003233, 0.006221709953275398]","[2.5863036756672613, 0.004611176146197171, 0.003550458830306395, 0.00538317413824955, 0.21629622513003227, 0.006234782611791964]"
7,3,27,1,"[6.171960083221835, 0.01467259835149079, 0.014292962204485851, 0.004608669568748206, 0.17848968372237248, 0.00913790964352339]","[2.089801579564435, 0.004656362153952456, 0.004050272902602298, 0.004579997320447512, 0.17848968372237253, 0.009144589694487407]"
8,3,27,1,"[8.233031686891632, 0.012538101159311768, 0.011192906655309677, 0.004524593121735421, 0.21938533958341178, 0.006652298447601628]","[2.728294559353876, 0.0056417963962922596, 0.001205498017049841, 0.004497857042597185, 0.21938533958341183, 0.006659304503010611]"
9,3,27,1,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]","[2.560237054246562, 0.005356549778221164, 0.00206188243320355, 0.0036120453127203604, 0.20267809503676615, 0.008717707473992335]"
10,3,27,1,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]","[2.7245371876277673, 0.00525620922439878, 0.00202217297488593, 0.004470913295475132, 0.2296690840593532, 0.008813588058088285]"
11,3,27,1,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]","[2.418427618737138, 0.004661304045325065, 0.0037852749441652845, 0.005433461308412713, 0.22635557149197114, 0.009337376347725067]"
12,3,27,1,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]","[2.526957681323471, 0.005089406239349999, 0.002613395874352806, 0.004187551260707825, 0.21581912913787948, 0.009133567758110138]"
13,3,27,1,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]","[2.3878692627668197, 0.004949804233517887, 0.0032309162786733426, 0.004623886941896026, 0.19006839976491688, 0.00824156810569794]"
14,3,27,1,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]","[2.7586571331680947, 0.004890931380488307, 0.002451388348366448, 0.0037110575190744885, 0.1887781895963241, 0.006235684622579543]"
