param_set,taylor_degree,true_parameters,pred_parameters
89,4,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,5,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[2.8818906010301437, 0.0039838904901435225, 0.006767306234727985, 0.004699744735363735, 0.00762909683914322, 0.2055]"
89,6,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,7,"[5.031007652194299, 0.010675706357719965, 0.01190118980975308, 0.0058367693125652795, 0.1784719819006488, 0.007111685212770979]","[3.2818561541989255, 0.005088853236754142, 0.008435414336642705, 0.00469999892786997, 0.007629000544887017, 0.2055]"
90,1,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[2.289675739549111, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956894, 0.2055]"
90,2,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,3,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[2.536283655108441, 0.002904890599537023, 0.004980616635739676, 0.004668676974432707, 0.007636629333902227, 0.2055]"
90,4,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,5,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[2.881890601030146, 0.003983890490143532, 0.00676730623472798, 0.004699744735363736, 0.007629096839143216, 0.2055]"
90,6,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,7,"[7.915521816335782, 0.009422260876884091, 0.01001974676776612, 0.003654471818027066, 0.23951460620510387, 0.007775492551057642]","[3.281856154198916, 0.0050888532367541085, 0.008435414336642735, 0.00469999892786997, 0.007629000544887015, 0.2055]"
91,1,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[2.2896757395491107, 0.0018267801166781663, 0.003092507956477956, 0.0037303600957816307, 0.007727086106956891, 0.2055]"
91,2,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,3,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[2.5362836551084413, 0.0029048905995370236, 0.004980616635739676, 0.004668676974432707, 0.007636629333902227, 0.2055]"
91,4,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,5,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[2.881890601030148, 0.003983890490143541, 0.006767306234727971, 0.004699744735363736, 0.007629096839143217, 0.2055]"
91,6,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,7,"[4.975977956277739, 0.01218300299068958, 0.009439684013070196, 0.0037969004885553257, 0.15679690632773025, 0.00748728827601533]","[3.2818561541989113, 0.005088853236754096, 0.008435414336642735, 0.00469999892786997, 0.007629000544887017, 0.2055]"
92,1,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[2.2896757395491107, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956892, 0.2055]"
92,2,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,3,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[2.536283655108441, 0.002904890599537025, 0.004980616635739672, 0.004668676974432707, 0.007636629333902228, 0.2055]"
92,4,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,5,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[2.8818906010301473, 0.003983890490143536, 0.006767306234727977, 0.004699744735363736, 0.007629096839143216, 0.2055]"
92,6,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,7,"[6.337972319184453, 0.009897294796104862, 0.010248742752172864, 0.004763761901373086, 0.22334190164728504, 0.005914570867055988]","[3.281856154198919, 0.005088853236754122, 0.008435414336642728, 0.00469999892786997, 0.007629000544887015, 0.2055]"
93,1,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
93,2,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93,3,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[2.5362836551084413, 0.002904890599537026, 0.004980616635739671, 0.0046686769744327065, 0.0076366293339022355, 0.2055]"
93,4,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93,5,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[2.8818906010301464, 0.003983890490143535, 0.006767306234727975, 0.004699744735363736, 0.007629096839143214, 0.2055]"
93,6,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93,7,"[7.718783523424017, 0.013803244517712676, 0.014158330612238852, 0.005345551051966674, 0.1946700415090767, 0.007152167803254118]","[3.281856154198916, 0.005088853236754111, 0.00843541433664273, 0.00469999892786997, 0.007629000544887015, 0.2055]"
94,1,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[2.2896757395491107, 0.001826780116678167, 0.0030925079564779554, 0.0037303600957816307, 0.0077270861069568915, 0.2055]"
94,2,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,3,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[2.536283655108442, 0.0029048905995370257, 0.004980616635739675, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
94,4,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,5,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[2.8818906010301477, 0.0039838904901435355, 0.006767306234727979, 0.004699744735363736, 0.007629096839143216, 0.2055]"
94,6,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,7,"[7.711289917313778, 0.01174120401843156, 0.011167236954523799, 0.005659064389699916, 0.22803152534893487, 0.006682345133473535]","[3.281856154198911, 0.005088853236754098, 0.008435414336642733, 0.00469999892786997, 0.007629000544887017, 0.2055]"
95,1,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[2.2896757395491107, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956897, 0.2055]"
95,2,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,3,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[2.536283655108442, 0.0029048905995370253, 0.004980616635739675, 0.004668676974432707, 0.007636629333902228, 0.2055]"
95,4,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,5,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[2.8818906010301455, 0.003983890490143534, 0.0067673062347279765, 0.004699744735363736, 0.007629096839143214, 0.2055]"
95,6,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,7,"[6.9426501753171355, 0.010511621971783448, 0.013824325763154118, 0.0035773346456582497, 0.24394224864013533, 0.007341125373589392]","[3.281856154198927, 0.005088853236754146, 0.008435414336642716, 0.00469999892786997, 0.007629000544887018, 0.2055]"
96,1,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956891, 0.2055]"
96,2,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,3,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[2.536283655108442, 0.0029048905995370253, 0.004980616635739675, 0.004668676974432707, 0.007636629333902229, 0.2055]"
96,4,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,5,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[2.8818906010301464, 0.003983890490143536, 0.006767306234727973, 0.004699744735363736, 0.007629096839143214, 0.2055]"
96,6,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,7,"[6.89065130062889, 0.012547812358222037, 0.012081932957720545, 0.0045132816003513754, 0.20825869650310797, 0.006126535368716205]","[3.281856154198925, 0.0050888532367541406, 0.008435414336642709, 0.00469999892786997, 0.007629000544887015, 0.2055]"
97,1,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816303, 0.007727086106956897, 0.2055]"
97,2,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,3,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[2.5362836551084413, 0.002904890599537024, 0.004980616635739675, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
97,4,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,5,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[2.881890601030147, 0.003983890490143536, 0.006767306234727972, 0.004699744735363736, 0.007629096839143217, 0.2055]"
97,6,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,7,"[6.570002886824925, 0.010887010352756596, 0.01356838686152717, 0.0040173850484820795, 0.253553334865132, 0.009048879277662174]","[3.2818561541989126, 0.0050888532367541, 0.00843541433664275, 0.00469999892786997, 0.0076290005448870195, 0.2055]"
98,1,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[2.2896757395491107, 0.0018267801166781657, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956894, 0.2055]"
98,2,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,3,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[2.5362836551084413, 0.002904890599537025, 0.004980616635739675, 0.004668676974432707, 0.007636629333902227, 0.2055]"
98,4,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,5,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[2.881890601030148, 0.003983890490143539, 0.006767306234727969, 0.004699744735363736, 0.007629096839143215, 0.2055]"
98,6,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,7,"[6.814678723113364, 0.012159018907043736, 0.008816999899479358, 0.0037104390657939704, 0.25664999845944314, 0.00799289117665412]","[3.28185615419891, 0.005088853236754091, 0.008435414336642744, 0.00469999892786997, 0.007629000544887017, 0.2055]"
99,1,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956895, 0.2055]"
99,2,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,3,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[2.5362836551084422, 0.002904890599537026, 0.004980616635739671, 0.004668676974432707, 0.0076366293339022295, 0.2055]"
99,4,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,5,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[2.881890601030144, 0.003983890490143527, 0.006767306234727979, 0.004699744735363736, 0.007629096839143214, 0.2055]"
99,6,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,7,"[5.156918590873967, 0.00971090981118437, 0.01434844051783198, 0.0040860643749946295, 0.19861003463043586, 0.006657239270549776]","[3.2818561541989144, 0.005088853236754102, 0.008435414336642735, 0.00469999892786997, 0.007629000544887015, 0.2055]"
100,1,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[2.2896757395491107, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956894, 0.2055]"
100,2,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100,3,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[2.5362836551084413, 0.0029048905995370253, 0.004980616635739672, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
100,4,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100,5,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[2.881890601030147, 0.003983890490143535, 0.006767306234727976, 0.004699744735363736, 0.007629096839143214, 0.2055]"
100,6,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100,7,"[5.306859082355977, 0.014988051403083874, 0.013020271566466249, 0.005040008038733222, 0.18309359591713048, 0.008643472641478273]","[3.28185615419891, 0.005088853236754094, 0.00843541433664274, 0.00469999892786997, 0.007629000544887017, 0.2055]"
